title,release_date,budget,revenue,vote_average,genres_cleaned
Gangster Squad,2013-01-10,60000000.0,105200903.0,6.2,"Crime, Drama, Action, Thriller"
A Haunted House,2013-01-11,2500000.0,60141683.0,5.4,"Comedy, Horror"
Hansel & Gretel: Witch Hunters,2013-01-17,50000000.0,224803475.0,5.7,"Fantasy, Horror, Action"
The Hijack That Went South,2013-01-17,1800000.0,532269.0,5.6,"Action, Comedy, Crime"
Mama,2013-01-17,15000000.0,146497771.0,6.0,Horror
Broken City,2013-01-18,56000000.0,19701164.0,5.7,"Thriller, Crime, Drama"
Parker,2013-01-23,35000000.0,46216641.0,5.7,"Action, Crime"
Spring Breakers,2013-01-24,5000000.0,31724284.0,5.0,"Drama, Crime"
Sweetwater,2013-01-24,7000000.0,6147.0,6.0,"Western, Thriller"
Vishwaroopam,2013-01-25,17000000.0,51000000.0,5.5,"Action, Crime, Thriller"
The Berlin File,2013-01-30,9000000.0,48965210.0,6.5,"Action, Drama, Thriller"
Bullet to the Head,2013-01-31,55000000.0,9489829.0,5.2,"Action, Crime, Thriller"
Warm Bodies,2013-01-31,35000000.0,116980662.0,6.4,"Horror, Comedy, Romance"
A Good Day to Die Hard,2013-02-06,92000000.0,304654182.0,5.2,"Action, Thriller"
Safe Haven,2013-02-07,28000000.0,97594140.0,6.9,Romance
Special 26,2013-02-07,7100000.0,18000000.0,6.9,"Crime, Drama, Thriller"
Identity Thief,2013-02-07,35000000.0,173965010.0,5.6,"Comedy, Crime"
Side Effects,2013-02-07,30000000.0,63372757.0,6.4,"Thriller, Crime, Drama"
Beautiful Creatures,2013-02-13,60000000.0,60052138.0,5.6,"Fantasy, Drama, Romance"
Long Live Freedom,2013-02-13,5000000.0,48125.0,7.2,Drama
Escape from Planet Earth,2013-02-14,40000000.0,74597643.0,5.7,"Animation, Comedy, Adventure, Family, Science Fiction"
Snitch,2013-02-21,35000000.0,42930462.0,5.8,"Thriller, Drama"
Dark Skies,2013-02-21,3500000.0,25174316.0,6.1,"Science Fiction, Thriller, Horror"
Jack the Giant Slayer,2013-02-27,195000000.0,197687603.0,5.5,"Action, Family, Fantasy"
Hard to Be a God,2013-02-27,7000000.0,1310673.0,6.7,"Drama, Science Fiction"
Stoker,2013-02-28,12000000.0,12077441.0,6.5,"Drama, Horror, Thriller"
The Last Exorcism Part II,2013-02-28,5000000.0,15179302.0,4.4,"Horror, Thriller"
21 & Over,2013-03-01,13000000.0,48065672.0,5.7,Comedy
Oz: The Great and Powerful,2013-03-07,200000000.0,491868548.0,5.7,"Fantasy, Adventure, Family"
I'm So Excited!,2013-03-08,5000000.0,11724119.0,5.8,Comedy
No One Lives,2013-03-09,2900000.0,74918.0,5.5,"Horror, Thriller"
Camille Claudel 1915,2013-03-13,3512454.0,115860.0,7.0,Drama
The Incredible Burt Wonderstone,2013-03-14,30000000.0,27437881.0,5.3,Comedy
The Call,2013-03-14,13000000.0,68572378.0,6.6,"Crime, Thriller"
Welcome to the Punch,2013-03-15,8500000.0,9747.0,5.7,"Action, Adventure, Crime"
The Croods,2013-03-20,135000000.0,585178928.0,6.8,"Adventure, Animation, Comedy, Family, Fantasy"
Finding Mr. Right,2013-03-20,4881000.0,81350000.0,6.3,"Comedy, Romance"
Olympus Has Fallen,2013-03-20,70000000.0,161025640.0,6.2,"Action, Thriller"
The Place Beyond the Pines,2013-03-20,15000000.0,35485608.0,6.8,"Drama, Crime"
Admission,2013-03-21,13000000.0,18000000.0,5.5,"Comedy, Drama, Romance"
Amen,2013-03-21,110000.0,270000.0,6.9,"Fantasy, Music, Romance"
The Host,2013-03-22,44000000.0,63327201.0,6.0,"Action, Adventure, Romance, Science Fiction, Thriller"
G.I. Joe: Retaliation,2013-03-26,130000000.0,371876278.0,5.4,"Adventure, Action, Science Fiction, Thriller"
Trance,2013-03-27,20000000.0,24261569.0,6.5,"Thriller, Crime, Drama, Mystery"
Adore,2013-04-03,16000000.0,318982.0,6.1,Drama
Lootera,2013-04-04,4100000.0,4300000.0,6.6,"Drama, Romance"
Evil Dead,2013-04-05,17000000.0,97542952.0,6.4,Horror
Before Midnight,2013-04-05,3000000.0,11176469.0,7.3,"Romance, Drama"
Upstream Color,2013-04-05,100000.0,444098.0,6.5,"Drama, Science Fiction"
Oblivion,2013-04-10,120000000.0,286168572.0,6.4,"Action, Science Fiction, Adventure, Mystery"
Scary Movie 5,2013-04-11,20000000.0,78378744.0,4.6,Comedy
42,2013-04-12,40000000.0,95020213.0,6.8,Drama
Pain & Gain,2013-04-18,25000000.0,86175291.0,6.1,"Thriller, Crime, Action"
Iron Man 3,2013-04-18,200000000.0,1215439994.0,6.8,"Action, Adventure, Science Fiction"
Home Run,2013-04-19,1200000.0,2861020.0,6.3,Drama
The Big Wedding,2013-04-25,35000000.0,21819348.0,5.7,Comedy
Aashiqui 2,2013-04-25,1300000.0,16000000.0,6.8,"Drama, Romance"
Soodhu Kavvum,2013-05-01,310000.0,12000000.0,7.0,"Comedy, Thriller"
Mud,2013-05-01,10000000.0,21587700.0,7.0,Drama
What Maisie Knew,2013-05-02,6000000.0,1066471.0,7.4,Drama
Star Trek Into Darkness,2013-05-05,190000000.0,467365246.0,7.4,"Action, Adventure, Science Fiction"
Fast & Furious 6,2013-05-06,160000000.0,788679850.0,6.7,"Action, Thriller, Crime"
Hummingbird,2013-05-07,20000000.0,8352885.0,5.9,"Action, Thriller"
The Great Gatsby,2013-05-10,105000000.0,351040419.0,7.3,"Drama, Romance"
Epic,2013-05-15,100000000.0,268426634.0,6.4,"Animation, Adventure, Family, Fantasy"
The Past,2013-05-17,11000000.0,10631747.0,7.1,"Drama, Mystery"
The Great Beauty,2013-05-21,12400000.0,8371085.0,7.3,"Comedy, Drama"
On the Job,2013-05-23,1052753.0,466088.0,6.2,"Action, Crime"
The Hangover Part III,2013-05-23,103000000.0,362000072.0,6.0,Comedy
Behind the Candelabra,2013-05-26,23000000.0,15600000.0,6.6,"Drama, Romance"
Now You See Me,2013-05-29,75000000.0,117698894.0,7.3,"Thriller, Crime"
After Earth,2013-05-30,130000000.0,243843127.0,5.0,"Science Fiction, Action, Adventure"
Only God Forgives,2013-05-30,4800000.0,10337387.0,5.6,"Drama, Thriller, Crime"
The East,2013-05-31,6500000.0,2401510.0,6.5,"Drama, Thriller"
Yeh Jawaani Hai Deewani,2013-05-31,7700000.0,46000000.0,7.1,Romance
The Purge,2013-05-31,3000000.0,89328627.0,6.0,"Science Fiction, Horror, Thriller"
The Way Way Back,2013-06-06,4600000.0,23198652.0,7.1,"Comedy, Drama"
The Internship,2013-06-07,58000000.0,44000000.0,6.1,Comedy
Man of Steel,2013-06-12,225000000.0,662845518.0,6.5,"Action, Adventure, Fantasy, Science Fiction"
This Is the End,2013-06-12,32000000.0,126041322.0,6.2,"Action, Comedy"
The Bling Ring,2013-06-12,15000000.0,19145732.0,5.3,"Drama, Crime"
Legends of Oz: Dorothy's Return,2013-06-13,70000000.0,18662027.0,5.8,"Animation, Music, Family"
Monsters University,2013-06-20,200000000.0,743559607.0,7.0,"Animation, Family"
World War Z,2013-06-20,200000000.0,531865000.0,6.7,"Action, Drama, Horror, Science Fiction, Thriller"
Raanjhanaa,2013-06-21,6400000.0,18000000.0,6.3,"Drama, Romance"
Despicable Me 2,2013-06-25,76000000.0,970761885.0,7.0,"Animation, Comedy, Family"
The Heat,2013-06-27,43000000.0,158674180.0,6.5,"Action, Comedy, Crime"
White House Down,2013-06-27,150000000.0,205366737.0,6.3,"Action, Drama, Thriller"
The Immigrant,2013-07-03,16000000.0,5867686.0,6.2,"Drama, Romance"
The Lone Ranger,2013-07-03,255000000.0,89289910.0,5.9,"Action, Adventure, Western"
Hunting Elephants,2013-07-03,2300000.0,4500000.0,6.2,"Comedy, Crime"
Man of Tai Chi,2013-07-04,25000000.0,2054941.0,5.8,"Action, Drama"
Turbo,2013-07-11,135000000.0,282570682.0,6.1,"Animation, Family"
Pacific Rim,2013-07-11,180000000.0,407602906.0,6.7,"Action, Science Fiction, Adventure"
Grown Ups 2,2013-07-11,80000000.0,246984278.0,5.8,Comedy
Bhaag Milkha Bhaag,2013-07-12,4600000.0,25000000.0,7.3,"History, Action, Drama"
Kick-Ass 2,2013-07-17,28000000.0,60700000.0,6.3,"Action, Adventure, Crime"
The Frozen Ground,2013-07-18,27220000.0,5496951.0,6.1,"Thriller, Crime"
The World's End,2013-07-18,20000000.0,46089287.0,6.7,"Comedy, Action, Science Fiction"
The Conjuring,2013-07-18,13000000.0,318000141.0,7.4,"Horror, Thriller"
Underdogs,2013-07-18,22000000.0,24000000.0,6.0,"Animation, Adventure, Romance"
Khumba,2013-07-18,20000000.0,27187375.0,5.8,"Animation, Adventure, Family"
R.I.P.D.,2013-07-18,130000000.0,61648500.0,5.4,"Fantasy, Action, Comedy, Crime"
Instructions Not Included,2013-07-20,5500000.0,99067206.0,7.5,"Comedy, Drama"
The Wind Rises,2013-07-20,30000000.0,117932401.0,7.7,Animation
The Wolverine,2013-07-23,120000000.0,415440673.0,6.3,"Action, Science Fiction, Adventure, Fantasy"
The To Do List,2013-07-24,1500000.0,3566225.0,5.5,"Comedy, Romance"
Alan Partridge: Alpha Papa,2013-07-24,4000000.0,9800000.0,6.5,Comedy
Blue Jasmine,2013-07-25,18000000.0,99206215.0,7.0,"Comedy, Drama"
The Canyons,2013-07-29,250000.0,56825.0,4.1,"Thriller, Drama"
The Smurfs 2,2013-07-30,105000000.0,347434178.0,5.5,"Fantasy, Family, Comedy, Animation"
Snowpiercer,2013-08-01,39200000.0,86758912.0,6.7,"Action, Science Fiction, Drama"
2 Guns,2013-08-02,61000000.0,131940411.0,6.6,"Action, Comedy, Crime"
The Spectacular Now,2013-08-02,2500000.0,6854611.0,6.8,"Comedy, Drama, Romance"
We're the Millers,2013-08-07,37000000.0,269994119.0,6.8,"Comedy, Crime"
Make Your Move,2013-08-07,15.0,122.0,6.2,Music
Percy Jackson: Sea of Monsters,2013-08-07,90000000.0,174578751.0,5.9,"Adventure, Family, Fantasy"
Elysium,2013-08-07,115000000.0,286140700.0,6.4,"Science Fiction, Action, Drama, Thriller"
Lovelace,2013-08-08,10000000.0,1585582.0,6.0,Drama
Planes,2013-08-09,50000000.0,219788712.0,5.7,"Animation, Family, Adventure, Comedy"
In a World...,2013-08-09,1000000.0,2963902.0,6.4,Comedy
Chennai Express,2013-08-09,18000000.0,62000000.0,6.5,"Romance, Comedy, Action"
Paranoia,2013-08-14,35000000.0,13785015.0,5.6,"Drama, Thriller"
Austenland,2013-08-15,4900000.0,2159041.0,6.6,"Comedy, Romance"
About Time,2013-08-16,12000000.0,87100449.0,7.8,"Comedy, Drama, Science Fiction"
Jobs,2013-08-16,12000000.0,35931410.0,6.0,"Drama, History"
The Butler,2013-08-16,25000000.0,115922175.0,7.2,Drama
The Mortal Instruments: City of Bones,2013-08-21,60000000.0,90565421.0,6.2,"Action, Adventure, Drama, Mystery, Romance, Fantasy"
Blood Ties,2013-08-22,25500000.0,2415472.0,6.0,"Thriller, Crime, Drama"
Madras Cafe,2013-08-23,5400000.0,6500000.0,6.9,Thriller
Getaway,2013-08-29,18000000.0,10501938.0,4.9,"Action, Crime"
Of Horses and Men,2013-08-30,10.0,11.0,6.9,"Drama, Romance, Comedy"
Wolf Creek 2,2013-08-30,8000000.0,9630444.0,5.9,"Horror, Thriller"
Riddick,2013-09-02,38000000.0,98337295.0,6.2,"Science Fiction, Action, Thriller"
The Sacrament,2013-09-02,4000000.0,9221.0,5.6,"Horror, Mystery, Thriller"
Rush,2013-09-02,38000000.0,90247624.0,7.7,"Drama, Action"
Empire State,2013-09-03,11000000.0,3639345.0,4.9,"Action, Drama"
Bad Words,2013-09-06,9500000.0,7800000.0,6.4,Comedy
What If,2013-09-07,11000000.0,7847000.0,6.7,"Drama, Comedy, Romance"
Begin Again,2013-09-07,8000000.0,63464861.0,7.3,"Comedy, Music, Romance, Drama"
Space Pirate Captain Harlock,2013-09-07,30000000.0,17137302.0,6.4,"Animation, Science Fiction"
Dallas Buyers Club,2013-09-07,5000000.0,55198285.0,7.9,"Drama, History"
Oculus,2013-09-08,5000000.0,44030246.0,6.3,Horror
Belle,2013-09-08,10900000.0,16505460.0,7.2,Drama
Third Person,2013-09-09,28000000.0,1749201.0,5.8,"Drama, Romance"
Jimmy P.,2013-09-11,10000000.0,30283.0,6.0,Drama
Machete Kills,2013-09-12,12000000.0,15008161.0,5.3,"Action, Crime, Thriller"
Grand Masti,2013-09-13,5500000.0,47000000.0,4.6,"Comedy, Drama, Romance"
The Family,2013-09-13,30000000.0,36894225.0,6.1,"Crime, Comedy, Action"
Life of Crime,2013-09-14,12000000.0,265452.0,5.5,"Comedy, Crime"
Prisoners,2013-09-18,46000000.0,122126687.0,7.9,"Drama, Thriller, Crime"
Diana,2013-09-19,15000000.0,21766271.0,5.3,"Drama, Romance"
The Lunchbox,2013-09-19,1000000.0,4235151.0,7.3,"Drama, Romance"
Nebraska,2013-09-21,12000000.0,17654912.0,7.4,"Drama, Adventure"
Battle of the Year,2013-09-21,20000000.0,16549477.0,5.9,"Music, Drama"
Filth,2013-09-23,5000000.0,9114264.0,6.8,"Crime, Drama, Comedy"
Runner Runner,2013-09-24,30000000.0,62616646.0,5.5,"Crime, Thriller, Drama"
Metallica: Through the Never,2013-09-25,18000000.0,7972967.0,6.7,Music
Nothing Left to Fear,2013-09-26,3000000.0,1675381.0,4.6,Horror
Cloudy with a Chance of Meatballs 2,2013-09-26,78000000.0,248384621.0,6.4,"Animation, Family, Comedy"
Gravity,2013-09-27,105000000.0,716392705.0,7.3,"Science Fiction, Thriller, Drama"
Baggage Claim,2013-09-27,8500000.0,22456509.0,5.6,Comedy
Nurse 3-D,2013-09-28,10.0,10000000.0,4.9,"Horror, Thriller"
Parkland,2013-10-02,10000000.0,653651.0,5.8,"History, Drama, Thriller, Mystery"
Inside Llewyn Davis,2013-10-06,11000000.0,32935319.0,7.2,"Drama, Music"
Stalingrad,2013-10-09,30000000.0,68129518.0,5.7,"War, Action"
Escape Plan,2013-10-09,50000000.0,122915111.0,6.7,"Action, Thriller"
Blue Is the Warmest Color,2013-10-09,4300000.0,10165694.0,7.2,"Romance, Drama"
Delivery Man,2013-10-10,26000000.0,51164106.0,6.2,Comedy
Captain Phillips,2013-10-10,55000000.0,95000000.0,7.6,"Action, Drama, Thriller"
CBGB,2013-10-11,5000000.0,40400.0,6.5,"Drama, Music"
The Fifth Estate,2013-10-11,28000000.0,8555008.0,5.7,"Drama, Thriller"
Mindscape,2013-10-13,4357373.0,1200000.0,6.5,"Thriller, Drama"
The Young and Prodigious T.S. Spivet,2013-10-16,33000000.0,9494789.0,6.7,"Adventure, Drama, Family"
Carrie,2013-10-16,30000000.0,82394288.0,5.8,"Drama, Horror"
Gimme Shelter,2013-10-17,7500000.0,1359910.0,6.4,Drama
All Is Lost,2013-10-18,9000000.0,6108720.0,6.6,"Action, Adventure, Drama"
12 Years a Slave,2013-10-18,20000000.0,187000000.0,7.9,"Drama, History"
Lucia,2013-10-19,79000.0,170000.0,6.8,"Fantasy, Romance, Thriller"
Bad Grandpa,2013-10-22,15000000.0,151831537.0,6.0,Comedy
Ender's Game,2013-10-23,110000000.0,125537191.0,6.6,"Science Fiction, Action, Adventure"
Ida,2013-10-25,2159280.0,15298355.0,7.1,Drama
The Counselor,2013-10-25,25000000.0,71009334.0,5.0,"Thriller, Crime, Drama"
The Face of Love,2013-10-25,4000000.0,350006.0,5.9,"Drama, Romance"
Thor: The Dark World,2013-10-29,170000000.0,644571402.0,6.8,"Action, Adventure, Fantasy"
Free Birds,2013-10-30,55000000.0,110000000.0,5.7,"Animation, Comedy, Family"
Last Vegas,2013-10-31,28000000.0,134402450.0,6.4,Comedy
Arrambam,2013-10-31,9200000.0,21000000.0,6.0,"Action, Thriller, Drama"
A Perfect Man,2013-11-01,5000000.0,388.0,4.8,Drama
Philomena,2013-11-01,12000000.0,100129872.0,7.4,Drama
Ragnarok,2013-11-11,6500000.0,3721345.0,5.7,"Action, Adventure"
Oldboy,2013-11-14,30000000.0,4861022.0,5.9,"Drama, Thriller, Mystery, Action"
The Best Man Holiday,2013-11-15,17000000.0,71625195.0,6.7,Comedy
The Hunger Games: Catching Fire,2013-11-15,130000000.0,847423452.0,7.4,"Adventure, Action, Science Fiction"
Saving Mr. Banks,2013-11-16,35000000.0,112544580.0,7.3,"Comedy, Drama, History"
Minuscule: Valley of the Lost Ants,2013-11-17,19700000.0,30000000.0,6.6,"Animation, Adventure, Family"
The Tale of the Princess Kaguya,2013-11-23,49300000.0,24186232.0,8.0,"Animation, Drama, Fantasy"
Homefront,2013-11-27,22000000.0,43058898.0,6.4,"Action, Thriller"
Black Nativity,2013-11-27,17500000.0,7018189.0,5.8,"Drama, Music"
Frozen,2013-11-27,150000000.0,1274219009.0,7.3,"Animation, Adventure, Family"
Lucky Island,2013-12-05,2000000.0,4803665.0,4.5,"Comedy, Adventure"
The Adventurer: The Curse of the Midas Box,2013-12-05,25000000.0,6399.0,5.1,"Fantasy, Adventure, Family"
Mandela: Long Walk to Freedom,2013-12-06,35000000.0,27330000.0,6.5,"Drama, History"
Out of the Furnace,2013-12-06,22000000.0,15400000.0,6.5,"Thriller, Drama, Crime"
47 Ronin,2013-12-06,175000000.0,150962475.0,5.9,"Drama, Action, Adventure, Fantasy"
The Hobbit: The Desolation of Smaug,2013-12-11,250000000.0,958400000.0,7.6,"Adventure, Fantasy"
American Hustle,2013-12-12,40000000.0,251171807.0,6.8,"Drama, Crime"
F.C. De Kampioenen: Kampioen zijn blijft plezant,2013-12-17,3849796.0,7471304.0,6.3,Comedy
Dhoom 3,2013-12-18,19500000.0,91000000.0,6.0,"Action, Crime, Thriller"
Walking With Dinosaurs,2013-12-18,80000000.0,126546518.0,5.2,"Animation, Family, Adventure"
Anchorman 2: The Legend Continues,2013-12-18,50000000.0,173649015.0,6.0,Comedy
Her,2013-12-18,23000000.0,47351251.0,7.9,"Romance, Science Fiction, Drama"
The Secret Life of Walter Mitty,2013-12-18,90000000.0,188133322.0,7.0,"Adventure, Comedy, Drama, Fantasy"
Drishyam,2013-12-19,750000.0,12000000.0,8.1,"Crime, Thriller"
Lone Survivor,2013-12-24,40000000.0,149295601.0,7.4,"Action, Drama, Thriller, War"
The Physician,2013-12-25,32000000.0,57284237.0,7.2,"Adventure, Drama, History"
Grudge Match,2013-12-25,40000000.0,44907260.0,6.0,Comedy
The Wolf of Wall Street,2013-12-25,100000000.0,392000694.0,7.9,"Crime, Drama, Comedy"
The Railway Man,2013-12-26,18000000.0,22309223.0,6.7,"Drama, History"
August: Osage County,2013-12-26,25000000.0,74188937.0,6.9,"Comedy, Drama"
Labor Day,2013-12-27,18000000.0,20275812.0,6.7,Drama
Paranormal Activity: The Marked Ones,2014-01-01,5000000.0,86362372.0,5.2,"Horror, Thriller"
Faster than Rabbits,2014-01-01,3000000.0,5279982.0,6.3,Comedy
The Zero Theorem,2014-01-02,8500000.0,770706.0,5.9,"Drama, Fantasy, Science Fiction"
Ride Along,2014-01-07,25000000.0,153997819.0,6.1,"Action, Comedy"
Yves Saint Laurent,2014-01-08,12000000.0,21026290.0,6.4,Drama
Devil's Due,2014-01-08,7000000.0,36433975.0,4.4,Horror
Human Capital,2014-01-09,6000000.0,5809330.0,7.4,Drama
The Legend of Hercules,2014-01-10,70000000.0,61279452.0,4.4,"Action, Adventure"
Veeram,2014-01-10,5900000.0,19000000.0,5.8,"Action, Comedy, Romance"
Jack Ryan: Shadow Recruit,2014-01-15,60000000.0,50549107.0,5.9,"Action, Drama, Thriller"
Infinitely Polar Bear,2014-01-18,6700000.0,1430655.0,6.9,"Comedy, Drama"
Wish I Was Here,2014-01-18,5500000.0,5483299.0,6.4,"Drama, Comedy"
A Girl Walks Home Alone at Night,2014-01-19,1000000.0,395000.0,6.9,"Horror, Romance"
Song One,2014-01-20,6000000.0,32251.0,5.5,Drama
"I, Frankenstein",2014-01-22,65000000.0,71154592.0,5.1,"Horror, Thriller"
The Monuments Men,2014-01-24,70000000.0,154984035.0,5.8,"War, Drama, History, Action"
Non-Stop,2014-01-26,50000000.0,222809600.0,6.8,"Action, Thriller, Mystery"
That Awkward Moment,2014-01-29,8000000.0,26049082.0,6.1,"Comedy, Romance"
RoboCop,2014-01-30,120000000.0,242688965.0,5.7,"Action, Science Fiction"
Forbidden Kingdom,2014-01-30,26000000.0,34592118.0,4.9,"Thriller, Adventure, Mystery, Fantasy"
Justice League: War,2014-02-02,3500000.0,5155325.0,7.0,Animation
Barefoot,2014-02-02,6000000.0,15071.0,6.3,"Comedy, Drama, Romance"
The Lego Movie,2014-02-06,60000000.0,469160692.0,7.5,"Adventure, Animation, Comedy, Family, Fantasy"
Ohm Shanthi Oshaana,2014-02-07,220000.0,1500000.0,6.9,"Comedy, Romance"
Mr. Peabody & Sherman,2014-02-07,145000000.0,272912430.0,6.7,"Animation, Adventure, Family"
Endless Love,2014-02-12,20000000.0,34077920.0,6.7,"Drama, Romance"
Aloft,2014-02-12,8000000.0,53086.0,5.1,Drama
Winter's Tale,2014-02-13,60000000.0,30800231.0,6.0,"Drama, Fantasy, Mystery, Romance"
3 Days to Kill,2014-02-14,28000000.0,52597999.0,6.0,"Action, Drama, Thriller, Crime"
About Last Night,2014-02-14,12500000.0,49002684.0,6.0,"Comedy, Romance"
Pompeii,2014-02-18,130000000.0,117831631.0,5.2,"Action, Adventure, History, Romance, Drama"
The Grand Budapest Hotel,2014-02-26,30000000.0,174600318.0,8.0,"Comedy, Drama"
Easy on the Eyes,2014-02-27,2153912.0,4864560.0,3.9,"Comedy, Science Fiction"
Repentance,2014-02-28,5000000.0,1189612.0,5.1,"Horror, Thriller"
Son of God,2014-02-28,22000000.0,67800064.0,5.9,Drama
300: Rise of an Empire,2014-03-05,110000000.0,337580051.0,6.1,"Action, War"
Need for Speed,2014-03-13,66000000.0,203277636.0,6.1,"Action, Crime, Drama, Thriller"
Veronica Mars,2014-03-13,6000000.0,3485127.0,6.5,"Comedy, Drama, Crime"
Divergent,2014-03-14,85000000.0,288747895.0,6.9,"Adventure, Action, Science Fiction"
Under the Skin,2014-03-14,13300000.0,5380251.0,6.0,"Thriller, Science Fiction, Drama"
Better Living Through Chemistry,2014-03-14,5000000.0,75143.0,5.9,"Drama, Comedy"
The Signal,2014-03-15,4000000.0,600896.0,5.8,"Thriller, Science Fiction"
Rio 2,2014-03-19,103000000.0,500188435.0,6.3,"Animation, Adventure, Comedy, Family"
Captain America: The Winter Soldier,2014-03-20,170000000.0,714766572.0,7.6,"Action, Adventure, Science Fiction"
Muppets Most Wanted,2014-03-20,50000000.0,80383290.0,6.2,"Comedy, Adventure, Crime, Family"
Noah,2014-03-20,125000000.0,362637473.0,5.5,"Drama, Adventure"
God's Not Dead,2014-03-21,17000000.0,29789000.0,5.9,Drama
50 to 1,2014-03-21,10000000.0,1064454.0,5.7,"Comedy, Drama"
Parts Per Billion,2014-03-25,500000.0,15000000.0,4.4,Science Fiction
Moms' Night Out,2014-03-25,5000000.0,10429707.0,5.5,Comedy
The Raid 2,2014-03-27,4500000.0,2627209.0,7.6,"Action, Crime, Thriller"
Sabotage,2014-03-28,35000000.0,17508518.0,5.5,"Action, Drama, Thriller, Crime"
The Quiet Ones,2014-04-01,200000.0,17834867.0,5.1,Horror
Afflicted,2014-04-04,318000.0,121179.0,6.4,"Horror, Thriller"
Locke,2014-04-10,2000000.0,4635300.0,6.9,"Drama, Thriller"
Joe,2014-04-11,4000000.0,2365467.0,6.5,Drama
Draft Day,2014-04-11,25000000.0,28831145.0,6.5,Drama
Heaven is for Real,2014-04-16,12000000.0,101332962.0,6.1,Drama
The Other Woman,2014-04-16,40000000.0,196781193.0,6.2,"Comedy, Romance"
Transcendence,2014-04-16,100000000.0,103039258.0,5.9,"Thriller, Science Fiction, Drama, Mystery"
